job_instance_id, job_name, create_time, start_time, end_time, status, exit_code, last_updated
1160,discordJob,2024-06-14 14:58:00.3043193,2024-06-14 14:58:00.347325,,STARTED,UNKNOWN,2024-06-14 14:58:00.347325
1161,discordJob,2024-06-14 14:58:30.1078646,2024-06-14 14:58:30.1348646,,STARTED,UNKNOWN,2024-06-14 14:58:30.1348646
1180,discordJob,2024-06-14 17:07:00.1646135,2024-06-14 17:07:00.1966136,,STARTED,UNKNOWN,2024-06-14 17:07:00.1976136
1200,discordJob,2024-06-14 17:10:00.182214,2024-06-14 17:10:00.219216,,STARTED,UNKNOWN,2024-06-14 17:10:00.219216
1201,discordJob,2024-06-14 17:10:30.0560315,2024-06-14 17:10:30.0710416,,STARTED,UNKNOWN,2024-06-14 17:10:30.0710416
